,family,steel,carbon,hardness,temper_rolling,condition,formability,strength,non-ageing,surface-quality,bf,bt,bw/me,bl,cbond,ferro,blue/bright/varn/clean,shape,thick,width,len,bore,recozimento,thick_q,width_q,len_q
155,?,V,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,COIL,0.7,1320.0,0.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_01
156,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.7,374.9,4880.0,0,mediano,grupo_thick_02,grupo_width_01,grupo_len_03
157,?,?,0,0,?,A,2.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.301,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
158,?,?,0,0,?,A,2.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.301,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
159,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,Y,?,?,SHEET,0.301,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
160,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,Y,?,?,SHEET,0.301,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
161,?,A,0,0,?,?,?,500,?,G,?,?,?,?,?,?,?,COIL,1.6,1320.0,0.0,0,ideal,grupo_thick_04,grupo_width_03,grupo_len_01
162,?,A,0,0,?,?,?,500,?,G,?,?,?,?,?,?,?,COIL,1.6,1320.0,0.0,0,ideal,grupo_thick_04,grupo_width_03,grupo_len_01
163,?,R,0,0,?,?,?,500,?,?,?,Y,?,?,?,?,?,COIL,1.6,1320.0,0.0,0,ideal,grupo_thick_04,grupo_width_03,grupo_len_01
164,?,R,0,0,?,?,?,500,?,?,?,Y,?,?,?,?,?,COIL,1.6,1320.0,0.0,0,ideal,grupo_thick_04,grupo_width_03,grupo_len_01
165,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,3.2,1300.0,762.0,0,ruim,grupo_thick_06,grupo_width_03,grupo_len_02
166,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,3.2,1300.0,762.0,0,ruim,grupo_thick_06,grupo_width_03,grupo_len_02
167,?,R,0,0,?,S,2.0,0,?,E,?,Y,?,?,?,?,?,SHEET,3.2,1300.0,762.0,0,ruim,grupo_thick_06,grupo_width_03,grupo_len_02
168,?,R,0,0,?,S,2.0,0,?,E,?,Y,?,?,?,?,?,SHEET,3.2,1300.0,762.0,0,ruim,grupo_thick_06,grupo_width_03,grupo_len_02
169,ZS,A,0,0,?,S,5.0,0,N,E,?,?,?,?,?,?,?,SHEET,1.2,610.0,762.0,0,ruim,grupo_thick_03,grupo_width_02,grupo_len_02
170,ZS,A,0,0,?,S,5.0,0,N,E,?,?,?,?,?,?,?,SHEET,1.2,610.0,4880.0,0,mediano,grupo_thick_03,grupo_width_02,grupo_len_03
171,?,A,0,0,?,S,3.0,0,N,F,?,?,B,Y,Y,?,?,SHEET,0.6,1220.0,762.0,0,ruim,grupo_thick_01,grupo_width_03,grupo_len_02
172,?,A,0,0,?,S,3.0,0,N,F,?,?,B,Y,Y,?,?,SHEET,0.6,1220.0,762.0,0,ruim,grupo_thick_01,grupo_width_03,grupo_len_02
173,?,A,0,0,?,S,2.0,0,?,F,Y,?,B,Y,?,?,?,SHEET,0.6,1220.0,762.0,0,ruim,grupo_thick_01,grupo_width_03,grupo_len_02
174,?,A,0,0,?,S,2.0,0,?,F,Y,?,B,Y,?,?,?,SHEET,0.6,1220.0,762.0,0,ruim,grupo_thick_01,grupo_width_03,grupo_len_02
175,?,A,0,45,?,S,?,0,?,D,?,?,?,?,?,?,?,COIL,0.301,610.0,0.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_01
176,ZS,A,0,85,T,?,?,0,?,E,?,Y,?,?,?,?,?,SHEET,1.0,610.0,762.0,0,ideal,grupo_thick_02,grupo_width_02,grupo_len_02
177,?,?,0,0,?,S,1.0,0,?,G,?,?,B,Y,?,?,?,SHEET,0.301,515.0,610.0,0,mediano,grupo_thick_01,grupo_width_01,grupo_len_02
178,TN,A,0,0,?,?,3.0,0,N,?,?,?,?,?,?,?,?,SHEET,1.2,335.0,611.0,0,ideal,grupo_thick_03,grupo_width_01,grupo_len_02
179,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,1320.0,762.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_02
180,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,1320.0,762.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_02
181,?,R,0,0,?,S,3.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,1320.0,762.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_02
182,?,R,0,0,?,S,3.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,1320.0,762.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_02
183,TN,A,0,0,?,?,3.0,0,N,?,?,?,?,?,?,?,?,COIL,0.6,250.0,0.0,0,ideal,grupo_thick_01,grupo_width_01,grupo_len_01
184,?,A,0,70,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,0.8009999999999999,610.0,0.0,600,mediano,grupo_thick_02,grupo_width_02,grupo_len_01
185,?,R,0,0,?,S,2.0,0,?,E,?,Y,M,?,?,?,?,COIL,3.5,610.0,0.0,600,mediano,grupo_thick_06,grupo_width_02,grupo_len_01
186,?,R,0,0,?,S,2.0,0,?,E,?,Y,M,?,?,?,?,COIL,3.5,610.0,0.0,600,mediano,grupo_thick_06,grupo_width_02,grupo_len_01
187,?,A,0,0,?,S,2.0,0,?,E,?,?,M,?,?,?,?,COIL,3.5,610.0,0.0,600,mediano,grupo_thick_06,grupo_width_02,grupo_len_01
188,?,A,0,0,?,S,2.0,0,?,E,?,?,M,?,?,?,?,COIL,3.5,610.0,0.0,600,mediano,grupo_thick_06,grupo_width_02,grupo_len_01
189,?,?,0,0,?,S,1.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
190,?,?,0,0,?,S,1.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
191,?,?,0,0,?,S,1.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
192,?,?,0,0,?,S,1.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
193,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
194,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
195,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
196,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
197,?,A,0,0,?,S,2.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
198,?,A,0,0,?,S,2.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
199,?,A,0,0,?,S,2.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
200,?,A,0,0,?,S,2.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
201,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
202,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
203,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
204,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
205,?,R,0,0,?,S,2.0,0,?,E,?,?,B,?,?,?,?,COIL,0.799,1300.0,0.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_01
206,?,R,0,0,?,S,2.0,0,?,E,?,?,B,?,?,?,?,COIL,0.799,1300.0,0.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_01
207,?,A,0,0,?,S,2.0,0,?,G,?,?,B,?,?,?,?,COIL,0.799,1300.0,0.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_01
208,?,A,0,0,?,S,2.0,0,?,G,?,?,B,?,?,?,?,COIL,0.799,1300.0,0.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_01
209,?,A,4,0,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,0.5,1130.0,0.0,0,ideal,grupo_thick_01,grupo_width_03,grupo_len_01
210,?,?,0,0,?,?,?,500,?,?,?,?,?,?,?,?,?,SHEET,1.6,609.9,4880.0,0,ideal,grupo_thick_04,grupo_width_02,grupo_len_03
211,?,A,0,0,?,S,3.0,0,N,G,?,?,?,?,?,?,?,COIL,0.601,1320.0,0.0,0,mediano,grupo_thick_02,grupo_width_03,grupo_len_01
212,ZS,A,0,70,T,?,?,0,?,E,?,?,?,?,?,?,?,COIL,2.0,1250.0,0.0,0,ideal,grupo_thick_05,grupo_width_03,grupo_len_01
213,?,R,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,3.2,1320.0,4880.0,0,ruim,grupo_thick_06,grupo_width_03,grupo_len_03
214,?,R,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,3.2,1320.0,4880.0,0,ruim,grupo_thick_06,grupo_width_03,grupo_len_03
215,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,3.2,1320.0,4880.0,0,ruim,grupo_thick_06,grupo_width_03,grupo_len_03
216,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,3.2,1320.0,4880.0,0,ruim,grupo_thick_06,grupo_width_03,grupo_len_03
217,?,A,0,45,?,S,?,0,?,E,?,?,?,?,Y,?,?,COIL,0.7,610.0,0.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_01
218,?,A,0,45,?,S,?,0,?,E,?,?,?,?,Y,?,?,COIL,0.7,610.0,0.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_01
219,?,A,0,45,?,S,?,0,?,D,?,?,?,?,?,?,?,COIL,0.7,610.0,0.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_01
220,?,A,0,45,?,S,?,0,?,D,?,?,?,?,?,?,?,COIL,0.7,610.0,0.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_01
221,?,A,0,0,?,S,2.0,0,?,F,Y,?,?,?,?,?,?,SHEET,0.6,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
222,?,A,0,0,?,S,2.0,0,?,F,Y,?,?,?,?,?,?,SHEET,0.6,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
223,?,A,0,0,?,S,3.0,0,N,F,?,?,B,Y,Y,?,?,SHEET,0.6,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
224,?,A,0,0,?,S,3.0,0,N,F,?,?,B,Y,Y,?,?,SHEET,0.6,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
225,?,V,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,1.599,610.0,1.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
226,?,A,0,50,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,0.8,609.9,0.0,0,ideal,grupo_thick_02,grupo_width_02,grupo_len_01
227,ZS,R,0,0,?,S,3.0,0,?,E,?,?,?,?,?,?,?,SHEET,1.6,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
228,ZS,R,0,0,?,S,3.0,0,?,E,?,?,?,?,?,?,?,SHEET,1.6,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
229,TN,A,0,0,?,?,3.0,0,N,?,?,?,B,?,?,Y,?,SHEET,1.6,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
230,TN,A,0,0,?,?,3.0,0,N,?,?,?,B,?,?,Y,?,SHEET,1.6,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
231,?,K,45,0,?,?,?,0,?,?,?,Y,M,?,?,?,?,COIL,3.2,640.0,0.0,600,mediano,grupo_thick_06,grupo_width_02,grupo_len_01
232,?,K,45,0,?,?,?,0,?,?,?,Y,M,?,?,?,?,COIL,3.2,640.0,0.0,600,mediano,grupo_thick_06,grupo_width_02,grupo_len_01
233,?,K,45,0,?,?,?,0,?,?,?,Y,M,?,?,?,?,COIL,3.2,640.0,0.0,500,mediano,grupo_thick_06,grupo_width_02,grupo_len_01
234,?,K,45,0,?,?,?,0,?,?,?,Y,M,?,?,?,?,COIL,3.2,640.0,0.0,500,mediano,grupo_thick_06,grupo_width_02,grupo_len_01
235,?,R,0,0,?,S,3.0,0,?,?,?,?,B,?,?,?,?,SHEET,0.8,1320.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
236,?,R,0,0,?,S,3.0,0,?,?,?,?,B,?,?,?,?,SHEET,0.8,1320.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
237,?,R,0,0,?,S,3.0,0,?,?,?,?,B,?,?,?,?,SHEET,0.8,1320.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
238,?,R,0,0,?,S,3.0,0,?,?,?,?,B,Y,?,?,?,SHEET,0.8,1320.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
239,?,R,0,0,?,S,3.0,0,?,?,?,?,B,Y,?,?,?,SHEET,0.8,1320.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
240,?,R,0,0,?,S,3.0,0,?,?,?,?,B,Y,?,?,?,SHEET,0.8,1320.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
241,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,1320.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
242,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,1320.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
243,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,1320.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
244,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,Y,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
245,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,Y,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
246,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,Y,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
247,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,Y,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
248,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,Y,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
249,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
250,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
251,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
252,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
253,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
254,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,Y,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
255,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,Y,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
256,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,Y,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
257,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,Y,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
258,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,Y,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
259,?,R,0,0,?,S,2.0,0,?,?,?,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
260,?,R,0,0,?,S,2.0,0,?,?,?,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
261,?,R,0,0,?,S,2.0,0,?,?,?,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
262,?,R,0,0,?,S,2.0,0,?,?,?,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
263,?,R,0,0,?,S,2.0,0,?,?,?,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
264,?,R,0,0,?,S,2.0,0,?,E,Y,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
265,?,R,0,0,?,S,2.0,0,?,E,Y,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
266,?,R,0,0,?,S,2.0,0,?,E,Y,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
267,?,R,0,0,?,S,2.0,0,?,E,Y,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
268,?,R,0,0,?,S,2.0,0,?,E,Y,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
269,?,M,0,0,?,?,?,600,?,G,?,Y,?,?,?,?,?,COIL,1.6,1090.0,0.0,0,ideal,grupo_thick_04,grupo_width_03,grupo_len_01
270,?,M,0,0,?,?,?,600,?,G,?,Y,?,?,?,?,?,COIL,1.6,1090.0,0.0,0,ideal,grupo_thick_04,grupo_width_03,grupo_len_01
271,?,M,0,0,?,?,?,600,?,G,?,?,?,?,?,?,?,COIL,1.6,1090.0,0.0,0,ideal,grupo_thick_04,grupo_width_03,grupo_len_01
272,?,M,0,0,?,?,?,600,?,G,?,?,?,?,?,?,?,COIL,1.6,1090.0,0.0,0,ideal,grupo_thick_04,grupo_width_03,grupo_len_01
273,TN,?,0,0,?,A,1.0,0,?,?,?,?,?,?,?,?,?,COIL,0.5,610.0,0.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_01
274,?,A,10,0,?,?,?,0,?,E,?,?,?,?,?,?,?,COIL,1.2009999999999998,1320.0,0.0,0,ruim,grupo_thick_03,grupo_width_03,grupo_len_01
275,?,?,0,0,?,S,1.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.3,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
276,?,?,0,0,?,S,1.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.3,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
277,?,?,0,0,?,S,1.0,0,?,G,?,?,?,?,?,?,?,SHEET,0.3,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
278,?,A,0,0,?,S,2.0,0,?,E,?,?,?,Y,?,?,?,SHEET,0.3,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
279,?,A,0,0,?,S,2.0,0,?,E,?,?,?,Y,?,?,?,SHEET,0.3,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
280,?,A,0,0,?,S,2.0,0,?,E,?,?,?,Y,?,?,?,SHEET,0.3,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
281,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,0.3,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
282,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,0.3,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
283,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,0.3,610.0,762.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_02
284,?,A,0,0,?,S,2.0,0,?,E,?,?,?,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
285,?,A,0,0,?,S,2.0,0,?,E,?,?,?,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
286,?,A,0,0,?,S,2.0,0,?,E,?,?,?,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
287,?,A,0,0,?,S,2.0,0,?,E,?,?,?,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
288,?,A,0,0,?,S,2.0,0,?,E,?,?,?,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
289,?,A,0,0,?,S,2.0,0,?,E,?,?,?,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
290,?,A,0,0,?,S,2.0,0,?,E,?,?,?,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
291,?,A,0,0,?,S,2.0,0,?,G,?,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
292,?,A,0,0,?,S,2.0,0,?,G,?,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
293,?,A,0,0,?,S,2.0,0,?,G,?,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
294,?,A,0,0,?,S,2.0,0,?,G,?,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
295,?,A,0,0,?,S,2.0,0,?,G,?,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
296,?,A,0,0,?,S,2.0,0,?,G,?,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
297,?,A,0,0,?,S,2.0,0,?,G,?,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
298,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
299,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
300,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
301,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
302,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
303,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
304,?,A,0,0,?,S,2.0,0,?,E,Y,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
305,?,V,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
306,?,V,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
307,?,V,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
308,?,V,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
309,?,V,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
310,?,V,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
311,?,V,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
312,?,A,0,0,?,S,2.0,0,?,G,?,?,B,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
313,?,A,0,0,?,S,2.0,0,?,G,?,?,B,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
